Metric,Value
design_powergrid__drop__worst__net:VPWR__corner:nom_typ_1p20V_25C,0.000246637
design_powergrid__voltage__worst__net:VGND__corner:nom_typ_1p20V_25C,0.000154287
design_powergrid__drop__average__net:VGND__corner:nom_typ_1p20V_25C,0.0000585492
design_powergrid__drop__worst__net:VGND__corner:nom_typ_1p20V_25C,0.000154287
design_powergrid__voltage__worst,0.000154287
design_powergrid__voltage__worst__net:VPWR,1.19975
design_powergrid__drop__worst,0.000246637
design_powergrid__drop__worst__net:VPWR,0.000246637
design_powergrid__voltage__worst__net:VGND,0.000154287
design_powergrid__drop__worst__net:VGND,0.000154287
ir__voltage__worst,1.1999999999999999555910790149937383830547332763671875
ir__drop__avg,0.000060300000000000002035871471406380806001834571361541748046875
ir__drop__worst,0.0002469999999999999864934430160445799629087559878826141357421875
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
